"","variety","price","winery","taster_name","title"
"2644","Mourvèdre",49,"Efeste","Sean P. Sullivan","Efeste 2014 Emmy Stone Tree Vineyard Mourvèdre (Wahluke Slope)"
"2645","Tempranillo",62,"Garmón","Michael Schachner","Garmón 2014  Ribera del Duero"
"2646","Nebbiolo",72,"Paolo Scavino","Kerin O’Keefe","Paolo Scavino 2013 Carobric  (Barolo)"
"2647","Rhône-style White Blend",84,"Tardieu-Laurent","Joe Czerwinski","Tardieu-Laurent 2013 White (Hermitage)"
"2648","Nebbiolo",450,"Gaja","Kerin O’Keefe","Gaja 2013 Costa Russi  (Barbaresco)"
"2649","Cabernet Sauvignon",155,"Robert Mondavi","Virginie Boone","Robert Mondavi 2013 To Kalon Vineyard 50th Anniversary Reserve Cabernet Sauvignon (Oakville)"
"2650","Cabernet Sauvignon-Malbec",74,"Pascual Toso","Michael Schachner","Pascual Toso 2014 Finca Pedregal Single Vineyard Barrancas Maipú Selected Lots Cabernet Sauvignon-Malbec (Mendoza)"
"2651","Riesling",114,"Dr. Loosen","Anna Lee C. Iijima","Dr. Loosen 2014 Erdener Prälat Gold Capsule Auslese Riesling (Mosel)"
"2652","Chardonnay",100,"Camille Giroud","Roger Voss","Camille Giroud 2008 Le Champ Gain  (Puligny-Montrachet)"
"2653","Nebbiolo",74,"Cascina Chicco","Unknown","Cascina Chicco 2007 Rocche di Castelletto  (Barolo)"
"2654","Pinot Noir",250,"Domaine Bertagna","Roger Voss","Domaine Bertagna 2009 Clos Vougeot  (Clos de Vougeot)"
"2655","Pinot Noir",146,"Domaine de la Pousse d'Or","Roger Voss","Domaine de la Pousse d'Or 2009 Clos de la Bousse d'Or  (Volnay)"
"2656","Pinot Noir",224,"Domaine Dujac","Roger Voss","Domaine Dujac 2009 Les Combottes  (Gevrey-Chambertin)"
"2657","Pinot Noir",138,"Domaine Jacques Prieur","Roger Voss","Domaine Jacques Prieur 2009 Champans  (Volnay)"
"2658","Chardonnay",299,"Louis Latour","Roger Voss","Louis Latour 2009 Bâtard-Montrachet  (Bâtard-Montrachet)"
"2659","Pinot Noir",359,"Louis Latour","Roger Voss","Louis Latour 2009 Charmes Chambertin  (Charmes-Chambertin)"
"2660","Nebbiolo",115,"Fontanafredda","Unknown","Fontanafredda 2007 La Rosa  (Barolo)"
"2661","Nebbiolo",61,"Bric Cenciurio","Unknown","Bric Cenciurio 2007 Coste di Rose  (Barolo)"
"2662","Pinot Noir",185,"Camille Giroud","Roger Voss","Camille Giroud 2008 Latricières Chambertin  (Latricières-Chambertin)"
"2663","Gamay",29,"Domaine Jean Foillard","Roger Voss","Domaine Jean Foillard 2006 Côte du Puy  (Morgon)"
"2664","Shiraz",75,"Coriole","Joe Czerwinski","Coriole 2005 Lloyd Reserve Shiraz (McLaren Vale)"
"2665","Gamay",30,"Jean-Paul Thevenet","Roger Voss","Jean-Paul Thevenet 2006  Morgon"
"2666","Primitivo",24,"Matané","Unknown","Matané 2010 Il Matané  (Primitivo di Manduria)"
"2667","Negrette",19,"Château Bouissel","Roger Voss","Château Bouissel 2011 La Négrette de Bouissel Negrette (Fronton)"
"2668","Tempranillo",149,"Viñedos de Paganos","Michael Schachner","Viñedos de Paganos 2012 La Nieta  (Rioja)"
"2669","Sauvignon Blanc",60,"Henri Bourgeois","Roger Voss","Henri Bourgeois 2013 Sancerre d'Antan Terroir de Silex  (Sancerre)"
"2670","Grenache",65,"Rôtie Cellars","Sean P. Sullivan","Rôtie Cellars 2013 Little G Grenache (Washington)"
"2671","Tempranillo",190,"Artadi","Michael Schachner","Artadi 2012 El Carretil  (Rioja)"
"2672","Tempranillo",110,"Artadi","Michael Schachner","Artadi 2012 La Poza de Ballesteros  (Rioja)"
"2673","Bordeaux-style Red Blend",43,"Baer","Sean P. Sullivan","Baer 2012 Arctos Red (Columbia Valley (WA))"
"2674","Verdicchio",25,"Umani Ronchi","Unknown","Umani Ronchi 2004 Plenio Riserva  (Verdicchio dei Castelli di Jesi Classico)"
"2675","Tempranillo Blend",70,"Luis Alegre","Michael Schachner","Luis Alegre 2003 Gran Vino Pontac  (Rioja)"
"2676","Montepulciano",9,"Farnese","Unknown","Farnese 2005  Montepulciano d'Abruzzo Colline Teramane"
"2677","Bordeaux-style White Blend",29,"Château Haut Bertinerie","Roger Voss","Château Haut Bertinerie 2006  Premieres Côtes de Blaye"
"2678","Nerello Mascalese",16,"Cottanera","Unknown","Cottanera 2007 Barbazzale Nerello Mascalese (Sicilia)"
"2679","Shiraz-Viognier",23,"Creed of Barossa","Unknown","Creed of Barossa 2005 Two Brothers Shiraz-Viognier (Barossa)"
"2680","Pinot Blanc",24,"Ken Wright","Paul Gregutt","Ken Wright 2012 Pinot Blanc (Willamette Valley)"
"2681","Carmenère",50,"Concha y Toro","Michael Schachner","Concha y Toro 2011 Terrunyo Entre Cordilleras Peumo Vineyard Block 27 Carmenère (Peumo)"
"2682","Encruzado",16,"Fontes da Cunha","Roger Voss","Fontes da Cunha 2011 Munda Encruzado (Dão)"
"2683","Pinot Grigio",26,"Russiz Superiore","Kerin O’Keefe","Russiz Superiore 2012 Pinot Grigio (Collio)"
"2684","Riesling",72,"S.A. Prüm","Anna Lee C. Iijima","S.A. Prüm 2011 Graacher Dompropst GG Riesling (Mosel)"
"2685","Zierfandler-Rotgipfler",20,"Gebeshuber","Anne Krebiehl MW","Gebeshuber 2013 Klassik Zierfandler-Rotgipfler (Thermenregion)"
"2686","Nebbiolo",77,"Pio Cesare","Kerin O’Keefe","Pio Cesare 2013  Barbaresco"
"2687","Barbera",41,"Castello Gabiano","Kerin O’Keefe","Castello Gabiano 2011 Adornes  (Barbera d'Asti Superiore)"
"2688","Barbera",15,"Coppo","Kerin O’Keefe","Coppo 2016 L'Avvocata  (Barbera d'Asti)"
"2689","Chardonnay",59,"Domaine Françoise André","Roger Voss","Domaine Françoise André 2015  Savigny-lès-Beaune"
"2690","Clairette",30,"Donkey & Goat","Jim Gordon","Donkey & Goat 2016 Clair + Ette Barsotti Vineyard Clairette (El Dorado)"
"2691","Sangiovese Grosso",21,"Ferrero","Unknown","Ferrero 2007  Rosso di Montalcino"
"2692","Tempranillo Blend",57,"Pago de Carraovejas","Michael Schachner","Pago de Carraovejas 2006 Crianza  (Ribera del Duero)"
"2693","Sangiovese Grosso",22,"Corte Pavone","Unknown","Corte Pavone 2008  Rosso di Montalcino"
"2694","Loureiro",NA,"Adega Cooperativa Ponte de Lima","Roger Voss","Adega Cooperativa Ponte de Lima 2009 Loureiro (Vinho Verde)"
"2695","Bordeaux-style Red Blend",52,"Midnight","Matt Kettmann","Midnight 2009 Mare Nectaris Reserve Red (Paso Robles)"
"2696","Nebbiolo",41,"Ada Nada","Kerin O’Keefe","Ada Nada 2011 Elisa  (Barbaresco)"
"2697","Sylvaner",NA,"Boeckel","Roger Voss","Boeckel 2012 Zotzenberg Grand Cru Sylvaner (Alsace)"
"2698","Aragonez",24,"Cortes de Cima","Roger Voss","Cortes de Cima 2012 Aragonez (Alentejano)"
"2699","Portuguese Red",59,"Quinta Seara d'Ordens","Roger Voss","Quinta Seara d'Ordens 2010 Reserva Vinhas Velhas Red (Douro)"
"2700","Muscat",18,"Domaine Zinck","Roger Voss","Domaine Zinck 2011 Terroir Muscat (Alsace)"
"2701","Glera",8,"Banero","Unknown","Banero NV Banero  (Prosecco)"
"2702","Raboso",11,"Bonotto delle Tezze","Unknown","Bonotto delle Tezze NV Rosato Frizzante Raboso (Piave)"
"2703","País",18,"Chilcas","Michael Schachner","Chilcas 2010 Single Vineyard País (Maule Valley)"
"2704","Petite Sirah",11,"McManis","Unknown","McManis 2011 Petite Sirah (California)"
"2705","Pinot Nero",78,"Ferrari","Kerin O’Keefe","Ferrari 2007 Perlé Nero Pinot Nero (Trento)"
"2706","Riesling",69,"Prinz Salm","Anna Lee C. Iijima","Prinz Salm 2012 Kirchberg Bingen Trocken GG Riesling (Rheinhessen)"
"2707","Cabernet Sauvignon",99,"Tobacco Road","Virginie Boone","Tobacco Road 2008 Private Reserve Cabernet Sauvignon (Napa Valley)"
"2708","Sagrantino",54,"Arnaldo Caprai","Kerin O’Keefe","Arnaldo Caprai 2008 Passito  (Montefalco Sagrantino)"
"2709","Sagrantino",100,"Arnaldo Caprai","Kerin O’Keefe","Arnaldo Caprai 2009 25 Anni  (Montefalco Sagrantino)"
"2710","Traminette",16,"Whitecliff Vineyard","Anna Lee C. Iijima","Whitecliff Vineyard 2010 Traminette (New York)"
"2711","Tinto del Pais",14,"O. Fournier","Michael Schachner","O. Fournier 2009 Urban Ribera  (Ribera del Duero)"
"2712","Syrah",12,"Chono","Michael Schachner","Chono 2009 Reserva Syrah (Elqui Valley)"
"2713","Verdelho",22,"Coquerel Family Wine Estates","Unknown","Coquerel Family Wine Estates 2010 Verdelho (Calistoga)"
"2714","Syrah",52,"Bergevin Lane","Paul Gregutt","Bergevin Lane 2008 Francisca's Vineyard Princess Syrah (Walla Walla Valley (WA))"
"2715","Prugnolo Gentile",20,"Poggio alla Sala","Unknown","Poggio alla Sala 2005  Vino Nobile di Montepulciano"
"2716","Viognier",35,"Orchid Hill","Unknown","Orchid Hill 2006 Private Reserve Viognier (Paso Robles)"
"2717","Sangiovese",42,"Siro Pacenti","Kerin O’Keefe","Siro Pacenti 2012 Pelagrilli  (Brunello di Montalcino)"
"2718","Sangiovese",105,"Tenute Silvio Nardi","Kerin O’Keefe","Tenute Silvio Nardi 2012 Manachiara  (Brunello di Montalcino)"
"2719","Shiraz",120,"Kay Brothers","Joe Czerwinski","Kay Brothers 2014 Amery Vineyard Block 6 Shiraz (McLaren Vale)"
"2720","Sauvignon Blanc",31,"Eric Kent","Virginie Boone","Eric Kent 2015 Cuvée Renee Sauvignon Blanc (Sonoma County)"
"2721","Tempranillo",23,"Abacela","Paul Gregutt","Abacela 2014 Fiesta Tempranillo (Umpqua Valley)"
"2722","Gamay",13,"Vignerons de Bel Air","Roger Voss","Vignerons de Bel Air 2014 Les Crêtes  (Beaujolais-Villages)"
"2723","Chardonnay-Viognier",20,"Casa Ermelinda Freitas","Roger Voss","Casa Ermelinda Freitas 2014 Terras do Pó Chardonnay-Viognier (Península de Setúbal)"
"2724","Mauzac",17,"Domaine des Terrisses","Roger Voss","Domaine des Terrisses 2015 Doux Mauzac (Gaillac)"
"2725","Rhône-style Red Blend",78,"Bonny Doon","Matt Kettmann","Bonny Doon 2010 Le Cigare Volant Reserve Red (Central Coast)"
"2726","Carignan",25,"Morandé","Michael Schachner","Morandé 2010 Edición Limitada Carignan (Loncomilla Valley)"
"2727","Mourvèdre",29,"Sol Rouge","Jim Gordon","Sol Rouge 2011 Estate Mourvèdre (Red Hills Lake County)"
"2728","Rhône-style Red Blend",39,"Dusted Valley","Sean P. Sullivan","Dusted Valley 2012 Squirrel Tooth Alice Red (Wahluke Slope)"
"2729","Marsanne",109,"M. Chapoutier","Joe Czerwinski","M. Chapoutier 2011 Chante-Alouette Marsanne (Hermitage)"
"2730","Grüner Veltliner",42,"Nigl","Anne Krebiehl MW","Nigl 2012 Eiswein Grüner Veltliner (Niederösterreich)"
"2731","Nebbiolo",26,"Paolo Scavino","Kerin O’Keefe","Paolo Scavino 2012 Nebbiolo (Langhe)"
"2732","Rhône-style Red Blend",26,"The Dancing Fox","Jim Gordon","The Dancing Fox 2011 Côtes du Renard Red (Lodi)"
"2733","Zinfandel",60,"Lone Madrone","Matt Kettmann","Lone Madrone 2012 Martinelli Zinfandel (Paso Robles)"
"2734","Sangiovese",43,"Marchesi de' Frescobaldi","Kerin O’Keefe","Marchesi de' Frescobaldi 2011 Montesodi Sangiovese (Toscana)"
"2735","Pinot Nero",60,"Podere Monastero","Kerin O’Keefe","Podere Monastero 2013 La Pineta Pinot Nero (Toscana)"
"2736","G-S-M",36,"Prospect 772","Jim Gordon","Prospect 772 2012 The Truant G-S-M (Sierra Foothills)"
"2737","Agiorgitiko",22,"Semeli","Susan Kostrzewa","Semeli 2004 Grande Reserve Agiorgitiko (Nemea)"
"2738","Chenin Blanc",9,"Indaba","Susan Kostrzewa","Indaba 2007 Chenin Blanc (Western Cape)"
"2739","Tempranillo",49,"Pago de los Capellanes","Michael Schachner","Pago de los Capellanes 2002 Tinto Reserva  (Ribera del Duero)"
"2740","Pinot Noir",57,"Merry Edwards","Virginie Boone","Merry Edwards 2013 Flax Vineyard Pinot Noir (Russian River Valley)"
"2741","Malbec",140,"Achaval-Ferrer","Michael Schachner","Achaval-Ferrer 2013 Finca Mirador Malbec (Mendoza)"
"2742","Rosé",100,"Château d'Esclans","Roger Voss","Château d'Esclans 2014 Garrus Rosé (Côtes de Provence)"
"2743","Rosé",46,"Domaine Saint-André de Figuière","Roger Voss","Domaine Saint-André de Figuière 2015 Confidentielle Rosé (Côtes de Provence La Londe)"
"2744","Sangiovese",39,"Coquelicot","Unknown","Coquelicot 2010 Estate Sangiovese (Santa Ynez Valley)"
"2745","Pinot Auxerrois",11,"Cave de Cleebourg","Roger Voss","Cave de Cleebourg 2011 Pinot Auxerrois (Alsace)"
"2746","Chenin Blanc",45,"Domaine du Petit Métris","Roger Voss","Domaine du Petit Métris 2014 Les Tétuères Chenin Blanc (Coteaux du Layon Chaume)"
"2747","Syrah",54,"Efeste","Sean P. Sullivan","Efeste 2013 Eleni Red Willow Vineyard Syrah (Yakima Valley)"
"2748","Nebbiolo",87,"Sobrero","Kerin O’Keefe","Sobrero 2010 Pernanno Riserva  (Barolo)"
"2749","Prosecco",23,"Andreola Orsola","Unknown","Andreola Orsola NV Vigneto Dirupo Extra Dry  (Prosecco di Valdobbiadene)"
"2750","Rosé",80,"Château d'Esclans","Joe Czerwinski","Château d'Esclans 2007 Les Clans Rosé (Côtes de Provence)"
"2751","Dolcetto",12,"Vigne Regali","Unknown","Vigne Regali 2009 L'Ardì  (Dolcetto d'Acqui)"
"2752","Dolcetto",23,"Cascina Bruciata","Unknown","Cascina Bruciata 2009 Vigneti in Rio Sordo  (Dolcetto d'Alba)"
"2753","Malbec-Syrah",78,"Château Julien","Unknown","Château Julien 2007 Black Nova III Malbec-Syrah (Monterey County)"
"2754","Feteascǎ Regalǎ",7,"Cramele Recas","Anna Lee C. Iijima","Cramele Recas 2010 Alb Demisec Feteascǎ Regalǎ (Recas)"
"2755","Chardonnay",79,"Domaine Jacques Prieur","Roger Voss","Domaine Jacques Prieur 2009 Champs Pimont Premier Cru  (Beaune)"
"2756","Sparkling Blend",60,"Raventós I Blanc","Michael Schachner","Raventós I Blanc 2011 Textures'de Pedra Blanc de Negres Sparkling (Spain)"
"2757","Marsanne",23,"Tahbilk","Joe Czerwinski","Tahbilk 2009 Museum Release Marsanne (Nagambie Lakes)"
"2758","Cabernet Franc",125,"Wallis Family Estate","Virginie Boone","Wallis Family Estate 2013 Cabernet Franc (Diamond Mountain District)"
"2759","Chardonnay",119,"Domaine Faiveley","Roger Voss","Domaine Faiveley 2014 Champ Gain Premier Cru  (Puligny-Montrachet)"
"2760","Cabernet Sauvignon",97,"B Cellars","Virginie Boone","B Cellars 2013 Kenefick Ranch Cabernet Sauvignon (Calistoga)"
"2761","Assyrtico",21,"Boutari","Susan Kostrzewa","Boutari 2015 Assyrtico (Santorini)"
"2762","Cabernet Franc",115,"Jarvis","Virginie Boone","Jarvis 2013 Estate Grown Cave Fermented Cabernet Franc (Napa Valley)"
"2763","Bordeaux-style White Blend",80,"Château Simon","Roger Voss","Château Simon 2011 Cuvée Exceptionelle  (Sauternes)"
"2764","Portuguese Red",45,"Conceito Vinhos","Roger Voss","Conceito Vinhos 2015 Conceito Red (Douro)"
"2765","Rhône-style White Blend",60,"Kimsey","Matt Kettmann","Kimsey 2014 White (Ballard Canyon)"
"2766","Syrah",68,"Zaca Mesa","Matt Kettmann","Zaca Mesa 2014 Black Bear Block Syrah (Santa Ynez Valley)"
"2767","Rhône-style White Blend",48,"Bonny Doon","Matt Kettmann","Bonny Doon 2014 Le Cigare Blanc Reserve White (Central Coast)"
"2768","Tempranillo Blend",17,"Telmo Rodríguez","Michael Schachner","Telmo Rodríguez 2012 LZ  (Rioja)"
"2769","Monastrell",9,"Volver","Michael Schachner","Volver 2012 Tarima Monastrell (Alicante)"
"2770","Portuguese White",20,"Herdade do Rocim","Roger Voss","Herdade do Rocim 2013 White (Alentejano)"
"2771","Port",55,"Niepoort","Roger Voss","Niepoort NV 10-Year-Old Tawny  (Port)"
"2772","Port",24,"Offley","Roger Voss","Offley NV Barão de Forrester 10-Year-Old Tawny  (Port)"
"2773","Verdejo",8,"Viña Vilano","Michael Schachner","Viña Vilano 2013 Verdejo (Rueda)"
"2774","Portuguese White",19,"Bacalhôa Wines of Portugal","Roger Voss","Bacalhôa Wines of Portugal 2013 Quinta do Carmo Branco White (Alentejano)"
"2775","Passerina",22,"Ciù Ciù","Kerin O’Keefe","Ciù Ciù NV Brut Altamarea Passerina (Vino Spumante)"
"2776","Aglianico",90,"Mastroberardino","Kerin O’Keefe","Mastroberardino 2006 Naturalis Historia  (Taurasi)"
"2777","Chenin Blanc",127,"Domaine Pichot","Roger Voss","Domaine Pichot 2011 Les Larmes de Bacchus  (Vouvray)"
"2778","Rhône-style Red Blend",57,"M. Chapoutier","Joe Czerwinski","M. Chapoutier 2010 La Bernardine Red (Châteauneuf-du-Pape)"
"2779","Uva di Troia",40,"Santa Lucia","Kerin O’Keefe","Santa Lucia 2012 Le More Uva di Troia (Castel del Monte)"
"2780","Chenin Blanc-Sauvignon Blanc",10,"Beau Joubert","Lauren Buzzeo","Beau Joubert 2013 Oak Lane Chenin Blanc-Sauvignon Blanc (Stellenbosch)"
"2781","Melon",13,"Marquis de Goulaine","Roger Voss","Marquis de Goulaine 2013 Le Puy Ferrand Sur Lie  (Muscadet Sèvre et Maine)"
"2782","Negroamaro",20,"Mocavero","Kerin O’Keefe","Mocavero 2013 Sjre Negroamaro (Salento)"
"2783","Chenin Blanc",18,"Coeur d'Alene","Sean P. Sullivan","Coeur d'Alene 2013 Chenin Blanc (Washington)"
"2784","Tempranillo",40,"Lecco","Michael Schachner","Lecco 2009 Reserva  (Ribera del Duero)"
"2785","Gros and Petit Manseng",NA,"Château de Gayon","Roger Voss","Château de Gayon 2010 Gouttes de Soleil  (Pacherenc du Vic Bilh)"
"2786","Moscatel",16,"José Maria da Fonseca","Roger Voss","José Maria da Fonseca 2010 Alambre  (Moscatel de Setúbal)"
"2787","Mencía",55,"Luna Beberide","Michael Schachner","Luna Beberide 2012 Art Mencía (Bierzo)"
"2788","Tinto Fino",15,"Emilio Moro","Michael Schachner","Emilio Moro 2008 Finca Resalso  (Ribera del Duero)"
"2789","Sangiovese Grosso",20,"Fattoria dei Barbi","Unknown","Fattoria dei Barbi 2008  Rosso di Montalcino"
"2790","Monastrell",10,"Bodegas Bleda","Michael Schachner","Bodegas Bleda 2008 Castillo de Jumilla Monastrell (Jumilla)"
"2791","Petit Verdot",50,"McGah Family","Virginie Boone","McGah Family 2012 Scarlett Estate Grown Petit Verdot (Rutherford)"
"2792","White Blend",38,"Purcari","Jeff Jenssen","Purcari 2012 Alb de Purcari White (Moldova)"
"2793","Touriga Nacional",39,"Quinta da Casaboa","Roger Voss","Quinta da Casaboa 2011 Casaboa Reserva Touriga Nacional (Lisboa)"
"2794","Mourvèdre",50,"Rasa","Sean P. Sullivan","Rasa 2013 Vox Poluli Mourvèdre (Walla Walla Valley (OR))"
"2795","Rhône-style White Blend",35,"Adelaida","Matt Kettmann","Adelaida 2013 Version White Anna's Vineyard White (Adelaida District)"
"2796","Syrah",100,"Cielo","Matt Kettmann","Cielo 2012 Malibu Estate Syrah (Saddle Rock-Malibu)"
"2797","Furmint",25,"Kikelet","Jeff Jenssen","Kikelet 2015 Furmint (Tokaj)"
"2798","Malbec",110,"Bodega Catena Zapata","Michael Schachner","Bodega Catena Zapata 2004 Catena Adrianna Vineyard Malbec (Uco Valley)"
"2799","Pinot Noir",93,"Bouchard Aîné & Fils","Roger Voss","Bouchard Aîné & Fils 2005  Clos de la Roche"
"2800","Gelber Muskateller",99,"Bründlmayer","Roger Voss","Bründlmayer 2006 Beerenauslese Gelber Muskateller (Kamptal)"
"2801","Merlot",36,"JLC","Paul Gregutt","JLC 2004 Spofford Station Estate Merlot (Walla Walla Valley (WA))"
"2802","Cabernet Franc",42,"Owen Roe","Paul Gregutt","Owen Roe 2006 Rosa Mystica Cabernet Franc (Columbia Valley (WA))"
"2803","Welschriesling",37,"Gunter Triebaumer","Roger Voss","Gunter Triebaumer 2005 Ruster Ausbruch Welschriesling (Burgenland)"
"2804","Malbec",112,"Achaval-Ferrer","Michael Schachner","Achaval-Ferrer 2006 Finca Altamira Malbec (La Consulta)"
"2805","Riesling",46,"Hirsch","Roger Voss","Hirsch 2004 Gaisberg Riesling Riesling (Kamptal)"
"2806","Portuguese White",65,"Sogrape","Roger Voss","Sogrape NV Branco Especial White (Dão)"
"2807","Gros and Petit Manseng",39,"Domaine Coustarret","Roger Voss","Domaine Coustarret 2012 Le Barou  (Jurançon)"
"2808","Portuguese White",95,"Casa Ferreirinha","Roger Voss","Casa Ferreirinha 2012 Antónia Adelaide Ferreira White (Douro)"
"2809","G-S-M",46,"Alta Colina","Matt Kettmann","Alta Colina 2012 Estate G-S-M (Paso Robles)"
"2810","Moschofilero",16,"Dionysos","Susan Kostrzewa","Dionysos 2014 Moschofilero (Mantinia)"
"2811","Montepulciano",16,"Talamonti","Unknown","Talamonti 2004 Tre Saggi  (Montepulciano d'Abruzzo)"
"2812","Verdicchio",30,"Fazi Battaglia","Unknown","Fazi Battaglia 2004 Massaccio  (Verdicchio dei Castelli di Jesi Classico Superiore)"
"2813","Tokaji",39,"Royal Tokaji","Susan Kostrzewa","Royal Tokaji 2003 Aszú 5 Puttonyos  (Tokaji)"
"2814","Corvina, Rondinella, Molinara",36,"San Giuseppe","Unknown","San Giuseppe 2003  Amarone della Valpolicella Classico"
"2815","Zinfandel",13,"Scotto Family Cellars","Jim Gordon","Scotto Family Cellars 2013 Old Vine Zinfandel (Lodi)"
"2816","Muskat Ottonel",20,"McGregor","Anna Lee C. Iijima","McGregor 2016 Muskat Ottonel (Finger Lakes)"
"2817","Diamond",10,"Fulkerson","Anna Lee C. Iijima","Fulkerson 2016 Juicy Sweet Estate Diamond (Finger Lakes)"
"2818","White Blend",34,"Browne Family Vineyards","Sean P. Sullivan","Browne Family Vineyards 2015 & White (Columbia Valley (WA))"
"2819","Lambrusco di Sorbara",14,"Cantina di Sorbara","Kerin O’Keefe","Cantina di Sorbara 2016 Emma  (Lambrusco di Sorbara)"
"2820","Lambrusco",12,"Cantina di Sorbara","Kerin O’Keefe","Cantina di Sorbara NV Il Duomo Amabile  (Lambrusco di Modena)"
"2821","Provence red blend",19,"Château du Carrubier","Roger Voss","Château du Carrubier 2014 Red (Côtes de Provence)"
"2822","Siria",15,"Companhia das Quintas","Roger Voss","Companhia das Quintas 2015 Quinta do Cardo Branco Siria (Beira Interior)"
"2823","Marzemino",130,"De Stefani","Kerin O’Keefe","De Stefani 2012 Stèfen Marzemino (Veneto)"
"2824","Glera",40,"Merotto","Kerin O’Keefe","Merotto NV Dry  (Valdobbiadene Superiore di Cartizze)"
"2825","Traminer",10,"Domaine Boyar","Jeff Jenssen","Domaine Boyar 2015 Traminer (Thracian Valley)"
"2826","Alsace white blend",78,"Domaine Marcel Deiss","Anne Krebiehl MW","Domaine Marcel Deiss 2012 Schoenenbourg Grand Cru White (Alsace)"
